ix,iy,clng,clat,town,anchor_count,anchor_names,n_entity_0hop,n_entity_1hop,mentions_0hop,mentions_1hop,official_0hop,official_1hop,poi_count,avg_rating,review_total,culture_0hop,culture_1hop,tourism,mismatch_0hop,mismatch_1hop,category_0hop,category_1hop
28,30,112.96625,22.93525,西樵镇,6,奎光楼|白云古寺|字祖庙|湖山胜迹门楼|第弌洞天牌坊|白云洞摩崖石刻,12,147,238,4327,12,93,8,4.02,7,84.16,84.62,46.17,-37.99,-38.44,沉睡潜力,沉睡潜力
28,31,112.96625,22.93975,西樵镇,0,,1,3,4,165,1,2,1,3.4,1,23.89,40.65,23.34,-0.56,-17.31,双低空白,一般地带
28,32,112.96625,22.94425,西樵镇,1,吉水窦,1,3,4,165,1,2,11,4.37,13,23.89,40.65,53.41,29.52,12.76,空心景点,空心景点
28,33,112.96625,22.94875,西樵镇,0,,3,157,225,4713,3,116,3,0.0,0,67.35,86.61,10.33,-57.02,-76.29,沉睡潜力,沉睡潜力
28,34,112.96625,22.95325,西樵镇,0,,3,157,225,4713,3,116,2,0.0,0,67.35,86.61,8.18,-59.17,-78.43,沉睡潜力,沉睡潜力
28,35,112.96625,22.95775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,36,112.96625,22.96225,西樵镇,0,,2,48,94,2187,2,35,19,4.0,1,55.67,73.85,42.89,-12.78,-30.96,沉睡潜力,沉睡潜力
28,37,112.96625,22.96675,西樵镇,0,,0,0,0,0,0,0,9,5.0,0,0.0,0.0,37.15,37.15,37.15,一般地带,一般地带
28,38,112.96625,22.97125,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,39,112.96625,22.97575,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,40,112.96625,22.98025,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,41,112.96625,22.98475,西樵镇,1,大岸圩,1,4,6,20,1,3,2,0.0,0,26.88,29.02,8.18,-18.7,-20.84,一般地带,一般地带
28,42,112.96625,22.98925,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,43,112.96625,22.99375,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,44,112.96625,22.99825,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,45,112.96625,23.00275,丹灶镇,0,,0,0,0,0,0,0,1,3.2,1,0.0,0.0,22.54,22.54,22.54,双低空白,双低空白
28,46,112.96625,23.00725,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,47,112.96625,23.01175,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,48,112.96625,23.01625,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,49,112.96625,23.02075,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,50,112.96625,23.02525,丹灶镇,0,,0,0,0,0,0,0,1,3.3,1,0.0,0.0,22.94,22.94,22.94,双低空白,双低空白
28,51,112.96625,23.02975,丹灶镇,0,,0,0,0,0,0,0,1,3.5,1,0.0,0.0,23.74,23.74,23.74,双低空白,双低空白
28,52,112.96625,23.03425,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,53,112.96625,23.03875,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,54,112.96625,23.04325,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,55,112.96625,23.04775,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,56,112.96625,23.05225,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,57,112.96625,23.05675,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,58,112.96625,23.06125,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,59,112.96625,23.06575,丹灶镇,0,,0,0,0,0,0,0,3,0.0,0,0.0,0.0,10.33,10.33,10.33,双低空白,双低空白
28,60,112.96625,23.07025,丹灶镇,0,,0,0,0,0,0,0,1,4.2,1,0.0,0.0,26.54,26.54,26.54,一般地带,一般地带
28,61,112.96625,23.07475,丹灶镇,0,,0,0,0,0,0,0,1,4.1,1,0.0,0.0,26.14,26.14,26.14,一般地带,一般地带
28,62,112.96625,23.07925,丹灶镇,0,,0,0,0,0,0,0,1,4.2,21,0.0,0.0,42.36,42.36,42.36,一般地带,一般地带
28,63,112.96625,23.08375,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,64,112.96625,23.08825,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,65,112.96625,23.09275,狮山镇,0,,0,0,0,0,0,0,2,0.0,0,0.0,0.0,8.18,8.18,8.18,双低空白,双低空白
28,66,112.96625,23.09725,狮山镇,0,,0,0,0,0,0,0,2,0.0,0,0.0,0.0,8.18,8.18,8.18,双低空白,双低空白
28,67,112.96625,23.10175,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,68,112.96625,23.10625,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,69,112.96625,23.11075,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,70,112.96625,23.11525,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,71,112.96625,23.11975,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,72,112.96625,23.12425,狮山镇,0,,0,0,0,0,0,0,1,4.1,1,0.0,0.0,26.14,26.14,26.14,一般地带,一般地带
28,73,112.96625,23.12875,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,74,112.96625,23.13325,狮山镇,0,,0,0,0,0,0,0,2,0.0,0,0.0,0.0,8.18,8.18,8.18,双低空白,双低空白
28,75,112.96625,23.13775,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,76,112.96625,23.14225,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,77,112.96625,23.14675,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,78,112.96625,23.15125,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,79,112.96625,23.15575,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,80,112.96625,23.16025,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,81,112.96625,23.16475,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,82,112.96625,23.16925,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,83,112.96625,23.17375,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
28,84,112.96625,23.17825,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,85,112.96625,23.18275,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,86,112.96625,23.18725,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,87,112.96625,23.19175,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,88,112.96625,23.19625,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,89,112.96625,23.20075,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,90,112.96625,23.20525,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,91,112.96625,23.20975,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,92,112.96625,23.21425,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,93,112.96625,23.21875,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
28,94,112.96625,23.22325,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,4,112.97075,22.81825,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,5,112.97075,22.82275,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,6,112.97075,22.82725,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,7,112.97075,22.83175,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,8,112.97075,22.83625,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,9,112.97075,22.84075,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,10,112.97075,22.84525,九江镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,11,112.97075,22.84975,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,12,112.97075,22.85425,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,13,112.97075,22.85875,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,14,112.97075,22.86325,九江镇,0,,0,0,0,0,0,0,3,4.17,3,0.0,0.0,36.16,36.16,36.16,一般地带,一般地带
29,15,112.97075,22.86775,九江镇,0,,0,0,0,0,0,0,1,0.0,4,0.0,0.0,15.79,15.79,15.79,双低空白,双低空白
29,16,112.97075,22.87225,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,17,112.97075,22.87675,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,18,112.97075,22.88125,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,19,112.97075,22.88575,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,20,112.97075,22.89025,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,21,112.97075,22.89475,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,22,112.97075,22.89925,西樵镇,0,,0,0,0,0,0,0,1,4.0,1,0.0,0.0,25.74,25.74,25.74,一般地带,一般地带
29,23,112.97075,22.90375,西樵镇,0,,0,0,0,0,0,0,4,0.0,0,0.0,0.0,11.99,11.99,11.99,双低空白,双低空白
29,24,112.97075,22.90825,西樵镇,0,,0,0,0,0,0,0,32,4.0,12,0.0,0.0,58.98,58.98,58.98,空心景点,空心景点
29,25,112.97075,22.91275,西樵镇,0,,0,0,0,0,0,0,15,0.0,0,0.0,0.0,20.66,20.66,20.66,双低空白,双低空白
29,26,112.97075,22.91725,西樵镇,0,,8,461,635,8250,7,337,1,0.0,0,86.14,97.25,5.16,-80.97,-92.08,沉睡潜力,沉睡潜力
29,27,112.97075,22.92175,西樵镇,2,锦岩遗址|李子长墓,10,463,642,8256,9,338,22,4.3,6,89.32,97.27,53.4,-35.92,-43.87,核心耦合,核心耦合
29,28,112.97075,22.92625,西樵镇,0,,7,447,624,7518,7,334,7,0.0,6,85.98,96.58,28.33,-57.65,-68.25,沉睡潜力,沉睡潜力
29,29,112.97075,22.93075,西樵镇,1,西樵山天湖,17,540,855,8574,17,389,14,0.0,0,100.0,98.44,20.18,-79.82,-78.26,沉睡潜力,沉睡潜力
29,30,112.97075,22.93525,西樵镇,0,,6,449,629,7522,6,336,17,0.0,0,84.21,96.62,21.53,-62.67,-75.09,沉睡潜力,沉睡潜力
29,31,112.97075,22.93975,西樵镇,1,粤剧,5,176,277,4235,4,132,18,4.53,1,72.28,86.76,44.63,-27.65,-42.13,沉睡潜力,沉睡潜力
29,32,112.97075,22.94425,西樵镇,0,,4,46,52,1391,3,32,28,4.17,1,54.46,70.32,46.34,-8.12,-23.98,沉睡潜力,沉睡潜力
29,33,112.97075,22.94875,西樵镇,0,,1,3,4,165,1,2,5,0.0,0,23.89,40.65,13.35,-10.55,-27.3,双低空白,一般地带
29,34,112.97075,22.95325,西樵镇,0,,0,0,0,0,0,0,6,0.0,0,0.0,0.0,14.5,14.5,14.5,双低空白,双低空白
29,35,112.97075,22.95775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,36,112.97075,22.96225,西樵镇,0,,0,0,0,0,0,0,12,3.1,1,0.0,0.0,36.08,36.08,36.08,一般地带,一般地带
29,37,112.97075,22.96675,西樵镇,0,,0,0,0,0,0,0,12,0.0,0,0.0,0.0,19.11,19.11,19.11,双低空白,双低空白
29,38,112.97075,22.97125,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,39,112.97075,22.97575,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,40,112.97075,22.98025,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,41,112.97075,22.98475,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,42,112.97075,22.98925,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,43,112.97075,22.99375,丹灶镇,0,,0,0,0,0,0,0,2,0.0,0,0.0,0.0,8.18,8.18,8.18,双低空白,双低空白
29,44,112.97075,22.99825,丹灶镇,0,,0,0,0,0,0,0,2,3.3,1,0.0,0.0,25.96,25.96,25.96,一般地带,一般地带
29,45,112.97075,23.00275,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,46,112.97075,23.00725,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,47,112.97075,23.01175,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,48,112.97075,23.01625,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,49,112.97075,23.02075,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,50,112.97075,23.02525,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,51,112.97075,23.02975,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,52,112.97075,23.03425,丹灶镇,0,,0,0,0,0,0,0,3,0.0,0,0.0,0.0,10.33,10.33,10.33,双低空白,双低空白
29,53,112.97075,23.03875,丹灶镇,0,,0,0,0,0,0,0,3,0.0,0,0.0,0.0,10.33,10.33,10.33,双低空白,双低空白
29,54,112.97075,23.04325,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,55,112.97075,23.04775,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,56,112.97075,23.05225,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,57,112.97075,23.05675,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,58,112.97075,23.06125,丹灶镇,0,,0,0,0,0,0,0,4,0.0,0,0.0,0.0,11.99,11.99,11.99,双低空白,双低空白
29,59,112.97075,23.06575,丹灶镇,0,,0,0,0,0,0,0,3,3.93,3,0.0,0.0,35.2,35.2,35.2,一般地带,一般地带
29,60,112.97075,23.07025,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,61,112.97075,23.07475,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,62,112.97075,23.07925,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,63,112.97075,23.08375,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,64,112.97075,23.08825,狮山镇,0,,0,0,0,0,0,0,4,4.0,10,0.0,0.0,43.82,43.82,43.82,一般地带,一般地带
29,65,112.97075,23.09275,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,66,112.97075,23.09725,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,67,112.97075,23.10175,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,68,112.97075,23.10625,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,69,112.97075,23.11075,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,70,112.97075,23.11525,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,71,112.97075,23.11975,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,72,112.97075,23.12425,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,73,112.97075,23.12875,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,74,112.97075,23.13325,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,75,112.97075,23.13775,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,76,112.97075,23.14225,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,77,112.97075,23.14675,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,78,112.97075,23.15125,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,79,112.97075,23.15575,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,80,112.97075,23.16025,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,81,112.97075,23.16475,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,82,112.97075,23.16925,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,83,112.97075,23.17375,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,84,112.97075,23.17825,狮山镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
29,85,112.97075,23.18275,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,86,112.97075,23.18725,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,87,112.97075,23.19175,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,88,112.97075,23.19625,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,89,112.97075,23.20075,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,90,112.97075,23.20525,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,91,112.97075,23.20975,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,92,112.97075,23.21425,狮山镇,0,,0,0,0,0,0,0,2,0.0,0,0.0,0.0,8.18,8.18,8.18,双低空白,双低空白
29,93,112.97075,23.21875,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,94,112.97075,23.22325,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,95,112.97075,23.22775,狮山镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
29,96,112.97075,23.23225,未标注,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,2,112.97525,22.80925,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,3,112.97525,22.81375,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,4,112.97525,22.81825,九江镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
30,5,112.97525,22.82275,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,6,112.97525,22.82725,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,7,112.97525,22.83175,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,8,112.97525,22.83625,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,9,112.97525,22.84075,九江镇,0,,0,0,0,0,0,0,3,3.8,1,0.0,0.0,30.1,30.1,30.1,一般地带,一般地带
30,10,112.97525,22.84525,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,11,112.97525,22.84975,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,12,112.97525,22.85425,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,13,112.97525,22.85875,九江镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,14,112.97525,22.86325,九江镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
30,15,112.97525,22.86775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,16,112.97525,22.87225,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,17,112.97525,22.87675,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,18,112.97525,22.88125,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,19,112.97525,22.88575,西樵镇,0,,0,0,0,0,0,0,4,0.0,0,0.0,0.0,11.99,11.99,11.99,双低空白,双低空白
30,20,112.97525,22.89025,西樵镇,0,,1,3,2,172,1,3,3,0.0,0,19.35,42.81,10.33,-9.03,-32.49,双低空白,一般地带
30,21,112.97525,22.89475,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,22,112.97525,22.89925,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,23,112.97525,22.90375,西樵镇,0,,0,0,0,0,0,0,3,0.0,0,0.0,0.0,10.33,10.33,10.33,双低空白,双低空白
30,24,112.97525,22.90825,西樵镇,0,,0,0,0,0,0,0,7,3.7,105,0.0,0.0,61.07,61.07,61.07,空心景点,空心景点
30,25,112.97525,22.91275,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
30,26,112.97525,22.91725,西樵镇,3,四峰书院遗址|霍韬夫人墓|西樵山紫姑井,13,466,654,8268,12,340,1,3.1,1,93.12,97.32,22.14,-70.98,-75.18,沉睡潜力,沉睡潜力
30,27,112.97525,22.92175,西樵镇,1,大科峰摩崖石刻,14,467,673,8270,13,341,6,0.0,0,94.4,97.34,14.5,-79.9,-82.84,沉睡潜力,沉睡潜力
30,28,112.97525,22.92625,西樵镇,0,,8,443,607,7527,8,332,1,4.7,1,87.37,96.55,28.54,-58.83,-68.01,沉睡潜力,沉睡潜力
30,29,112.97525,22.93075,西樵镇,0,,10,451,634,7553,10,338,18,4.45,14,90.53,96.69,57.61,-32.92,-39.08,核心耦合,核心耦合
