id,name,category,original_type,address,town,lng,lat,rating,source,has_nonheritage,has_cultural_anchor,nonheritage_match,cultural_anchors,query_type,original_category,is_cultural_tourism
B0FFKB7T7K,游轮金街(金沙洲万达广场店),特色街区,购物服务;特色商业街;特色商业街,大沥镇建设大道中12号金沙洲万达广场,大沥镇,113.190978,23.141481,0,shapefile_2024,FALSE,FALSE,,,,特色街区,TRUE
B0FFKB7VDE,iPhone(永润广场店),商业服务,购物服务;家电电子卖场;手机销售,里水镇里广路50号永润广场1040铺苹果专卖店,里水镇,113.189753,23.187068,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKB7VL7,爱婴岛(永润广场里广新城店),商业服务,购物服务;专卖店;儿童用品店,里水镇里广路50号永润广场,里水镇,113.189455,23.186115,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKBBMBF,三眼桥涌口农庄,休闲娱乐,餐饮服务;餐饮相关场所;餐饮相关,三山大道天晟国际商务港西北侧约80米,桂城街道,113.23933,23.042772,0,shapefile_2024,FALSE,FALSE,,,,休闲娱乐,FALSE
B0FFKBOBP3,南岸村篮球场公园,公园绿地,体育休闲服务;体育休闲服务场所;体育休闲服务场所,西二路3号,大沥镇,113.093964,23.086434,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,TRUE
B0FFKBVC7P,来电(东方铭剪和信广场店),商业服务,生活服务;共享设备;充电宝,红星北路和信广场4楼,狮山镇,112.999653,23.123608,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKBYHJL,小杏村文化楼,其他,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,小杏村西街东50米,丹灶镇,112.886668,23.020389,0,shapefile_2024,FALSE,FALSE,,,,其他,FALSE
B0FFKBYOEG,艺高文化中心,文化场馆,科教文化服务;科教文化场所;科教文化场所,太平大道43号附近,大沥镇,113.093209,23.107069,0,shapefile_2024,FALSE,FALSE,,,,其他,TRUE
B0FFKC53O0,华为手机(佛山南海万达广场),商业服务,购物服务;家电电子卖场;手机销售,桂城街道桂澜北路28号佛山南海万达广场8栋之一2层2008A2009商铺,桂城街道,113.151084,23.066176,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKCGXRC,奥园公园,公园绿地,风景名胜;公园广场;公园,北湖二路,狮山镇,113.051251,23.067479,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCHDHM,层潭叠绿,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇西岸庆云洞风景区管理处庆云大道尾南海湾森林生态园内,西樵镇,112.869435,22.852984,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCHI2A,孝德湖公园(西4门),公园绿地,通行设施;临街院门;临街院门,机场西路与北湖二路交汇处东北,狮山镇,113.052198,23.07066,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCHMGB,碧流泻玉,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇西岸庆云洞风景区管理处庆云大道尾南海湾森林生态园内,西樵镇,112.866136,22.850636,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCHPL3,翰林湖农业公园P2生态停车场(入口),公园绿地,交通设施服务;停车场;停车场出入口,翰林湖农业公园内,狮山镇,112.930795,23.058107,0,shapefile_2024,FALSE,TRUE,,沙水翰林步头,,自然景观,TRUE
B0FFKCI7EP,崇德公园,公园绿地,风景名胜;公园广场;公园,西樵镇碧霞二路(悦珑水岸花园南门),西樵镇,112.977567,22.965135,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCIBVR,觉觉亭,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇西岸庆云洞风景区管理处庆云大道尾南海湾森林生态园内,西樵镇,112.870988,22.855123,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCIFGE,不老泉,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇西岸庆云洞风景区管理处庆云大道尾南海湾森林生态园内,西樵镇,112.871402,22.853977,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCIIOZ,桂南银都-西门人行门,商业服务,风景名胜;风景名胜相关;旅游景点,晓峰轩(红星北路东),狮山镇,113.001362,23.131198,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKCILZO,佛山市南海区九江沙头武术协会,体育运动,政府机构及社会团体;社会团体;行业协会,二马路3号西90米,九江镇,113.020278,22.917862,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKCIUGZ,翰林湖农业公园(西入口),公园绿地,通行设施;临街院门;临街院门,[],狮山镇,112.930732,23.050977,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCJL51,谢溪公园,公园绿地,风景名胜;公园广场;公园,赤山村委会谢溪公园,里水镇,113.12895,23.21526,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCJNB0,颂月广场,公园绿地,风景名胜;公园广场;城市广场,映月湖公园内,桂城街道,113.190166,23.042863,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCK2J3,奔月广场,公园绿地,风景名胜;公园广场;城市广场,东信北路与和洲路交叉口东南约140米,桂城街道,113.190972,23.039824,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKCKFN3,金山公园,公园绿地,风景名胜;公园广场;公园,瑶头姓林村大街瑶头小学北侧约270米,大沥镇,113.097409,23.249307,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKCKM9H,三面观音广场,公园绿地,风景名胜;公园广场;城市广场,大益西路1号(翠宝园),桂城街道,113.204342,23.023305,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKCKNVN,状元公园北入口-广场,公园绿地,风景名胜;公园广场;城市广场,狮山镇芦溪路状元公园北门,狮山镇,113.044632,23.074562,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCKP9P,新城广场-收银台,商业服务,风景名胜;风景名胜相关;旅游景点,樵高路与樵金路交叉口新城广场F1,西樵镇,112.978339,22.951426,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKCKQVU,翰林湖农业公园P1停车场,商业服务,交通设施服务;停车场;公共停车场,桂丹西路翰林湖农业公园,狮山镇,112.930204,23.057676,0,shapefile_2024,FALSE,TRUE,,沙水翰林步头,,自然景观,FALSE
B0FFKCKRG7,南海大湿地财神庙,宗教场所,风景名胜;风景名胜;寺庙道观,丹灶镇金沙上安村金沙滩度假村内南海大湿地公园,丹灶镇,112.963247,23.084109,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCKTRX,三山森林公园-西江村公园,公园绿地,风景名胜;公园广场;公园,三山郊野公园(东边大街十一巷北),桂城街道,113.21653,23.031684,0,shapefile_2024,FALSE,TRUE,,"平洲传统玉器
制作技艺",,自然景观,TRUE
B0FFKCKV8H,卡尔米内广场,商业服务,购物服务;购物相关场所;购物相关场所,Ｓ４３广珠西线高速与石洲互通立交桥交叉口东约200米,桂城街道,113.221417,23.007526,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCKVPX,樵岭购物公园10-2栋,商业服务,地名地址信息;门牌信息;楼栋号,西樵镇江浦东路26号樵岭国际樵岭购物公园,西樵镇,112.981368,22.945886,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCKWQP,廷锦罗公祠,人文古迹,风景名胜;风景名胜;风景名胜,驿园东路与教育东路交叉口东约160米,大沥镇,113.081314,23.236224,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCKYSK,周公园,公园绿地,风景名胜;公园广场;公园,联星街道办宣巷村周公园,大沥镇,113.08753,23.060923,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCL42E,彦骧侯公祠,人文古迹,风景名胜;风景名胜;寺庙道观,大街五巷与下亨路交叉路口往东北约90米,里水镇,113.156061,23.160655,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCL4JR,铂思广场B栋,商业服务,地名地址信息;门牌信息;楼栋号,南海区,丹灶镇,113.009892,22.916725,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCLA1J,孝德湖公园(西6门),公园绿地,通行设施;临街院门;临街院门,北湖二路,狮山镇,113.052361,23.070018,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCLIDF,南海沙头李氏宗祠,人文古迹,风景名胜;风景名胜;风景名胜,清平路沙头青平市场西北侧约110米,丹灶镇,113.020135,22.916176,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCLJY8,孝德湖公园(南1门),公园绿地,通行设施;临街院门;临街院门,机场路,狮山镇,113.054515,23.069919,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCLNET,华创商业广场(南门),商业服务,通行设施;临街院门;临街院门,盐步广佛路平地段88号(名都大酒店东翼),大沥镇,113.148028,23.108906,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCLO2X,汇浦商业广场1号楼,商业服务,地名地址信息;门牌信息;楼栋号,南海区,大沥镇,113.085103,23.152588,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCLOAV,鹏瑞利季华广场(东2门),商业服务,通行设施;建筑物门;建筑物门,桂澜路与季华七路交叉口西南约120米,桂城街道,113.148891,23.014104,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCMHMQ,地域文化展馆,文化场馆,科教文化服务;科教文化场所;科教文化场所,平地路段南43号,里水镇,113.142426,23.111343,0,shapefile_2024,FALSE,FALSE,,,,其他,TRUE
B0FFKCMI3H,鹏瑞利季华广场(南门),商业服务,通行设施;建筑物门;建筑物门,工业四路与季华七路交叉口东南约180米,桂城街道,113.14768,23.014024,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCMKWM,Summer(金典广场店),商业服务,购物服务;服装鞋帽皮具店;品牌服装店,江浦东路13号金典广场F2,丹灶镇,112.981244,22.942702,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCML0M,深嘉里公园,公园绿地,风景名胜;公园广场;公园,汇龙路水南加油站东侧约250米,丹灶镇,113.026752,22.908548,0,shapefile_2024,FALSE,TRUE,,冯氏家族墓,,自然景观,TRUE
B0FFKCML3A,平沙岛广瀚生态旅游景区,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇平沙村平沙岛登岛渡口左手环岛路2公里左手边,西樵镇,112.899381,22.920226,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCMLMB,鹏瑞利季华广场(南2门),商业服务,通行设施;建筑物门;建筑物门,季华七路与桂澜路交叉口西南约180米,桂城街道,113.148016,23.014063,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCMMDE,鹏瑞利季华广场(南1门),商业服务,通行设施;建筑物门;建筑物门,桂澜路与季华七路交叉口西南约160米,桂城街道,113.148543,23.013837,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCMNC5,绿丰果蔬超市(尚观分店),商业服务,购物服务;综合市场;果品市场,尚观嘉园50号,狮山镇,113.038632,23.052153,0,shapefile_2024,FALSE,FALSE,,,,宗教场所,FALSE
B0FFKCMXFG,月老广场,公园绿地,风景名胜;公园广场;城市广场,映月湖公园揽月轩(夏平路南),桂城街道,113.191448,23.043753,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCNU74,鹏瑞利季华广场(南6门),商业服务,通行设施;建筑物门;建筑物门,工业四路与季华七路交叉口东南约140米,桂城街道,113.146968,23.014021,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCP1DO,平洲美食广场4座,商业服务,地名地址信息;门牌信息;楼栋号,南港大街南50米,桂城街道,113.201933,23.044673,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCPJSX,上帝古庙,宗教场所,风景名胜;风景名胜;寺庙道观,[],里水镇,113.141446,23.237073,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKCQ2HF,南海博物馆-多功能报告厅,文化场馆,科教文化服务;科教文化场所;科教文化场所,西樵山国家森林公园南海博物馆,西樵镇,112.973384,22.910335,0,shapefile_2024,FALSE,TRUE,,南海农谚,,文化场馆,TRUE
B0FFKCQ9DS,樵岭购物公园9栋,商业服务,地名地址信息;门牌信息;楼栋号,西樵镇江浦东路26号樵岭国际樵岭购物公园,西樵镇,112.980812,22.947387,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCR2NN,桂城公共自行车紫荷公园站租赁点,商业服务,交通设施服务;交通服务相关;交通服务相关,南海大道北21号附近,桂城街道,113.134443,23.055038,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKCU8OE,城市衣柜(信基广场店),商业服务,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,九江镇大正路北2号信基广场F2,九江镇,113.00864,22.844274,0,shapefile_2024,FALSE,TRUE,,华岳心意六合八法拳;大伸市,,公园绿地,FALSE
B0FFKD1JVU,来电(蕾特恩专业祛痘城市广场店),商业服务,生活服务;共享设备;充电宝,南桂东路与桂平西路交叉口东北100米,桂城街道,113.150852,23.036545,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKD9G64,耳艺采耳文化体验馆(南海万达店),非遗体验,生活服务;洗浴推拿场所;洗浴推拿场所,桂城街道桂澜北路28号万达广场金街2楼,桂城街道,113.152834,23.066746,0,shapefile_2024,FALSE,FALSE,,,,其他,TRUE
B0FFKDMXQX,创越时代文化创意园3栋,特色街区,商务住宅;楼宇;商务写字楼,夏南路61号,桂城街道,113.171415,23.03965,0,shapefile_2024,FALSE,FALSE,,,,特色街区,TRUE
B0FFKDN6PO,来电(圆环小站永润广场店),商业服务,生活服务;共享设备;充电宝,里水镇里广路50号永润广场三号楼三层3066号商铺,里水镇,113.190013,23.186792,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKDP7LW,罗村商业广场,商业服务,购物服务;商场;商场,沿江南路,狮山镇,113.046075,23.050404,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKDSPNI,慎轩关公祠,人文古迹,风景名胜;风景名胜;风景名胜,西村正街联表小学南侧约230米,大沥镇,113.0966,23.153774,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKDSYC6,北江慈航观音,宗教场所,风景名胜;风景名胜相关;旅游景点,北社路海琴湾大酒店东北侧,狮山镇,112.969283,23.062288,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKDW98Y,来电(山顶沙河粉嘉洲广场),商业服务,生活服务;共享设备;充电宝,黄岐广佛一路98号嘉洲广场3楼C1002铺,大沥镇,113.184088,23.111967,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKE71E8,利郎专卖店(伟业兴隆广场店),商业服务,购物服务;服装鞋帽皮具店;品牌服装店,振兴路13号伟业兴隆广场2层2F04,大沥镇,113.114132,23.108421,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKEA4PL,中区文化广场,公园绿地,风景名胜;公园广场;城市广场,谊丰路与谊滨路交叉口西南约40米,桂城街道,113.212261,23.029701,0,shapefile_2024,FALSE,TRUE,,"平洲传统玉器
制作技艺",,自然景观,TRUE
B0FFKEVW9L,长安车和美汽车商城(佛山南海百花时代广场店),商业服务,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修,桂城街道南桂东路66号桂南名都百花时代广场,桂城街道,113.149564,23.035207,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKF0D3P,江渔儿酸菜鱼(万科广场店),餐饮住宿,餐饮服务;餐饮相关场所;餐饮相关,"桂城街道桂澜中路23号万科金域国际花园10座地下1层2B-07,2B-08商铺",桂城街道,113.148348,23.039404,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKF1MUV,华光庙,宗教场所,风景名胜;风景名胜;寺庙道观,海傍北路66号,里水镇,113.167321,23.088397,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKF1YF4,中央电视台南海影视城正门东停车场(出入口),商业服务,交通设施服务;停车场;停车场出入口,狮山镇影城大道中央电视台南海影视城内,狮山镇,113.107197,23.191398,0,shapefile_2024,FALSE,FALSE,,,,休闲娱乐,FALSE
B0FFKF92M3,博雅文化艺术中心,文化场馆,科教文化服务;培训机构;培训机构,怡翠玫瑰园季华七路南一门34-35栋P104商铺,桂城街道,113.14133,23.011463,0,shapefile_2024,FALSE,FALSE,,,,文化场馆,TRUE
B0FFKFL3P8,西樵山国艺影视城午门售票处,公园绿地,生活服务;售票处;公园景点售票处,西樵环山路和山南路交汇处西樵山国艺影视城,西樵镇,112.969584,22.90963,0,shapefile_2024,FALSE,TRUE,,南海农谚,,自然景观,TRUE
B0FFKFOCZ7,中心体育公园,体育运动,风景名胜;公园广场;公园,S15(沈海高速广州支线),大沥镇,113.108562,23.08553,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKFVAF7,观心博览馆馆,文化场馆,科教文化服务;科教文化场所;科教文化场所,锦湖大道观心小镇F1,西樵镇,112.957325,22.941664,0,shapefile_2024,FALSE,TRUE,,庙会（大仙诞庙会）;西樵山传说;西樵白眉武术,,宗教场所,TRUE
B0FFKFVAG9,观心美术馆,文化场馆,科教文化服务;科教文化场所;科教文化场所,西樵镇锦湖大道2号观心小镇,西樵镇,112.9574,22.941651,0,shapefile_2024,FALSE,TRUE,,庙会（大仙诞庙会）;西樵山传说;西樵白眉武术,,文化场馆,TRUE
B0FFKFWDVE,维也纳3好酒店(佛山金沙中心广场店),餐饮住宿,住宿服务;宾馆酒店;宾馆酒店,丹灶镇金沙联沙村下良村塱塘东地段商业办公楼首层一号A、二层全部、三层A区及四至六层全部,丹灶镇,112.919304,23.112663,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKFZ0LU,又见眼镜(樵岭购物公园店),商业服务,购物服务;专卖店;眼镜店,西樵镇樵岭国际B区二楼206店（电影院正下方）,西樵镇,112.980956,22.946007,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKFZQ22,柚米国际社区(金磊广场店),商业服务,商务住宅;商务住宅相关;商务住宅相关,大沥镇广云路8号,大沥镇,113.104434,23.119363,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKG8GZO,嘉广数码(嘉洲广场店),商业服务,购物服务;家电电子卖场;数码电子,广佛一路98号嘉洲广场B1层,里水镇,113.18399,23.111936,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKGBRX8,来电(喜市多万达广场),商业服务,生活服务;共享设备;充电宝,桂澜北路28号万达广场1F层,桂城街道,113.15337,23.06564,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKGC35G,街电(简剪丽日广场店),商业服务,生活服务;共享设备;充电宝,季华东路27号丽日广场正大会员店1层,桂城街道,113.15864,23.016163,0,shapefile_2024,FALSE,TRUE,,唢呐制作技艺,,公园绿地,FALSE
B0FFKGFPBC,蟹泉仙井,自然景观,风景名胜;风景名胜;风景名胜,丹灶镇仙岗村故居旁,丹灶镇,112.880326,23.041284,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKGQ62M,肯德基(金沙洲万达广场店),餐饮住宿,餐饮服务;快餐厅;肯德基,大沥镇黄岐建设大道金沙洲万达广场大润发1层,大沥镇,113.191817,23.143319,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKGQ9KV,肯德基(汇翠珠宝广场店),餐饮住宿,餐饮服务;快餐厅;肯德基,柏丽翡翠大道7-10号信汇广场,桂城街道,113.205347,23.026254,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKGQQMP,大C柠檬茶(万菱广场店),餐饮住宿,餐饮服务;餐饮相关场所;餐饮相关,大沥镇竹基南路9号万菱广场第一层15号商铺,大沥镇,113.112702,23.109445,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKGSIVP,里水镇共同村委会孔东村文化室,其他,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,里水镇孔村东街孔东东公交站,里水镇,113.135009,23.235878,0,shapefile_2024,FALSE,FALSE,,,,其他,FALSE
B0FFKGSVF6,汇翠珠宝广场,商业服务,购物服务;专卖店;珠宝首饰工艺品,新村大道东与柏丽翡翠大道交叉口西南50米,桂城街道,113.205243,23.02628,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKGWRWT,来电(万岁料理回转寿司季华广场店),餐饮住宿,生活服务;共享设备;充电宝,季华7路与桂澜路交汇处鹏瑞利季华广场2层,桂城街道,113.148004,23.014273,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKGYWTL,下沉演艺广场,休闲娱乐,体育休闲服务;体育休闲服务场所;体育休闲服务场所,中央大街佛山南海金融公园,桂城街道,113.150591,23.070346,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,TRUE
B0FFKH1Y6Z,翰林湖农业公园(西南入口),公园绿地,通行设施;临街院门;临街院门,[],丹灶镇,112.932354,23.047161,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKH3I80,街电(迷尚美甲新城广场店),商业服务,生活服务;共享设备;充电宝,269省道西樵新城广场2楼(电梯口),西樵镇,112.978099,22.951696,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKH4ZKQ,状元公园-主入口广场,公园绿地,风景名胜;公园广场;城市广场,狮山镇北湖一路状元公园东门,狮山镇,113.046162,23.073576,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKH550S,中国农业银行24小时自助银行(金百福都市广场自助银行),商业服务,金融保险服务;自动提款机;中国农业银行ATM,东平路20号金百福都市广场E幢02铺之2号,桂城街道,113.165185,23.026471,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHCDMF,钱大妈(花苑广场店),商业服务,购物服务;综合市场;农副产品市场,花苑中路14座34号,桂城街道,113.146155,23.034377,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHCSHL,来电(卡米网咖城市广场店),休闲娱乐,生活服务;共享设备;充电宝,桂澜路城市广场B栋2层,桂城街道,113.150877,23.037624,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHD4MU,南海区文化体育旅游系统扫黑除恶专项斗争领导小组办公室,商业服务,政府机构及社会团体;政府机关;区县级政府及事业单位,天佑三路桂江第一中学东北侧,桂城街道,113.135295,23.03203,0,shapefile_2024,FALSE,FALSE,,,,体育设施,FALSE
B0FFKHD5UK,街电(一只酸奶牛南海万科广场店),商业服务,生活服务;共享设备;充电宝,桂城街道桂澜中路23号万科金域国际花园2座1032号铺,桂城街道,113.148248,23.039082,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHGAUU,怀庄孔公祠,人文古迹,风景名胜;风景名胜;风景名胜,[],大沥镇,113.079857,23.156887,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKHHG1N,佛山市青少年文化宫桂城宫,文化场馆,科教文化服务;文化宫;文化宫,桂城越秀星汇云锦商业中心B区负一层,桂城街道,113.137242,23.034111,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKHJ9NB,德培黄公祠,人文古迹,风景名胜;风景名胜;风景名胜,上约大街合德莱吊顶方通北侧约270米,里水镇,113.194783,23.19972,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKHJZX1,冷却塔水泵电机(彩泽老字号店),商业服务,购物服务;家居建材市场;建材五金市场,大沥广佛路谢边红绿灯口,大沥镇,113.099258,23.077587,0,shapefile_2024,FALSE,FALSE,,,,人文古迹,FALSE
B0FFKHK7NT,街电(快乐一厨国昌新城市广场店),商业服务,生活服务;共享设备;充电宝,大沥镇黄岐海北建设大道地段国昌红星广场A栋C区附近,大沥镇,113.196934,23.142825,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHKOA8,万城万充汽车充电站(南海区万福城商业广场),商业服务,汽车服务;充电站;充电站,和顺大道10号万福城商业广场地面停车场,里水镇,113.129336,23.250805,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHM7R5,周家文化室,文化场馆,科教文化服务;科教文化场所;科教文化场所,招大路附近,狮山镇,113.030026,23.087779,0,shapefile_2024,FALSE,FALSE,,,,其他,TRUE
B0FFKHNSAT,来电(新凯广场),商业服务,生活服务;共享设备;充电宝,永胜西路22号,桂城街道,113.153093,23.064283,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHO89J,优茗湖,自然景观,风景名胜;风景名胜相关;旅游景点,X514(红星南路),狮山镇,112.994632,23.120948,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
B0FFKHP3T7,白塔村工业大道13号,其他,地名地址信息;门牌信息;门牌信息,新村二路与白塔工业大道交叉口南50米,里水镇,113.199659,23.189103,0,shapefile_2024,FALSE,FALSE,,,,人文古迹,FALSE
B0FFKHPPPY,嘉怡社区怡富广场出租屋业主联合分会,商业服务,政府机构及社会团体;社会团体;社会团体相关,广佛路120附近,里水镇,113.17951,23.111304,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKHUGW2,南海区大沥街道乡村学校少年宫,教育研学,科教文化服务;文化宫;文化宫,兴隆路南海信息技术学校(大沥校区)东北侧,大沥镇,113.116592,23.117511,0,shapefile_2024,FALSE,FALSE,,,,教育研学,FALSE
B0FFKI6X09,来电(洋洋数码鸿大广场),商业服务,生活服务;共享设备;充电宝,桂城叠南村圣堂618号鸿大广场F4层,桂城街道,113.12893,23.051924,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKIJXAH,七匹狼(富弘广场店),商业服务,购物服务;服装鞋帽皮具店;品牌服装店,狮山镇罗村沿江北路一号富弘广场一楼,狮山镇,113.03959,23.062733,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKIQMZT,佛山市公路局广三专用公路路桥收费管理所,商业服务,政府机构及社会团体;交通车辆管理;交通管理机构,Ｓ５５广三高速与狮山立交交叉口东北约180米,狮山镇,113.012303,23.133947,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKIQZM4,红星广场,商业服务,购物服务;商场;普通商场|生活服务;生活服务场所;生活服务场所,虹岭一路白鹤田综合市场南侧约200米,狮山镇,112.99056,23.190893,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKIR0JI,白鹤田广场,公园绿地,商务住宅;楼宇;商务写字楼|风景名胜;公园广场;城市广场,华沙路白鹤田综合市场东北侧约30米,狮山镇,112.991524,23.193193,0,shapefile_2024,FALSE,FALSE,,,,自然景观,FALSE
B0FFKIR0PF,前进广场,公园绿地,购物服务;商场;普通商场,兴业北路与前进中路交叉口东南约60米,狮山镇,112.982342,23.20548,0,shapefile_2024,FALSE,FALSE,,,,公园绿地,FALSE
B0FFKIV0PW,儒溪立新老家祠堂,人文古迹,风景名胜;风景名胜;风景名胜,西樵镇儒溪村,西樵镇,112.951841,22.909156,0,shapefile_2024,FALSE,FALSE,,,,自然景观,TRUE
