id,name,type,description,confidence,mentions,is_anchor
1973,朱瑞瑶,人物,在官窑大榄奎光小学从事抗日救亡工作的党员,0.95,4,0
1974,耆英,人物,清代官员，曾题写云泉仙馆匾额,0.95,4,0
1975,陈李济,非遗技艺,由陈体全和李升佐创立的药厂名,0.95,4,0
1976,林森,人物,曾任建设部长，南海九江旅越华侨,0.95,4,0
1977,欧阳聘如,人物,1924年以地下党人身份参与大沥地区革命活动,0.95,4,0
1978,回龙舍,建筑遗迹,康有为二姨太曾居住过的房屋，后出售,0.9,4,0
1979,八股文,典籍作品,古代科举考试的文体形式,0.8,4,0
1980,廖平,人物,晚清著名今文经学家，与康有为有过学术交流,0.9,4,0
1981,康有为上书,历史事件,康有为向光绪帝提出的变法维新的主张,0.85,4,0
1982,长城,建筑遗迹,中国古代著名防御工程,0.9,4,0
1983,《公车上书》,典籍作品,康有为等人提出拒和、迁都、变法三项要求的上书,0.9,4,0
1984,翁同和,人物,清代官员，曾力荐康有为,0.9,4,0
1985,北海,建筑遗迹,康有为游历的皇家园林,0.9,4,0
1986,麦孟华,人物,字孺博，号蜕庵、南海门人,0.95,4,0
1987,陆荣廷,人物,字于卿，广西督军,0.95,4,0
1988,汪大燮,人物,字伯唐，杭人，驻日公使，君主立宪派,0.95,4,0
1989,天游学院,建筑遗迹,康有为创办的学院，位于南海,0.9,4,0
1990,《广艺舟双辑》,典籍作品,康有为著作，书中强调朱氏书学对他的影响,0.9,4,0
1991,徽州会馆,建筑遗迹,广州康有为曾居住的会馆,0.85,4,0
1992,《强学报》,典籍作品,1896年创刊于上海的维新派报纸,0.9,4,0
1993,杨锐,人物,戊戌六君子之一，与谭嗣同等一同被捕牺牲,0.95,4,0
1994,咸丰十一年,朝代年号,1861年，清帝咸丰年间,0.95,4,0
1995,吴伯玑,人物,名誉校董之一,0.95,4,0
1996,金曾澄,人物,曾任中山大学校长,0.95,4,0
1997,《东垫集》,典籍作品,邹伯奇著作之一,0.9,4,0
1998,严复,人物,清末启蒙思想家、翻译家,0.95,4,0
1999,敦睦小学,建筑遗迹,由于小江村创办的小学，免费教育族中和贫困学生,0.9,4,0
2000,潘鹤,人物,广州美院教授，黄少强得意门生,0.95,4,0
2001,陆连会,人物,抗日时期参加革命活动的回忆作者,0.95,4,0
2002,程孔硕,人物,程淑英回忆的教育和培养对象,0.95,4,0
2003,南海文史资料,典籍作品,佛山市南海区政协编辑出版的历史文献,0.95,4,0
2004,大榄,地名,联乡办事处之一,0.95,4,0
2005,周馥,人物,继任两广总督,0.95,4,0
2006,梁家琚,人物,南师应届毕业生，1934年全省高中毕业会考冠军,0.95,4,0
2007,罗坤,人物,原籍南海的安南华侨，参与攻打督署，牺牲时年28岁,0.95,4,0
2008,罗进,人物,原籍南海丹灶良登乡，1904年到安南海防广隆昌机器厂做工，不久加入同盟会。,0.95,4,0
2009,邹鲁,人物,民国元老，广东大埔人，为西山会议派，与蒋介石政见不合,0.95,4,0
2010,莫贤冠,人物,南海师范学校校长之一，具体信息见文本,0.95,4,0
2011,曹国权,人物,南海师范学校校长之一，具体信息见文本,0.95,4,0
2012,何福堂,人物,19世纪初基督教传教士，曾在香港从事地产买卖，死后葬于南海县西樵山,0.95,4,0
2013,《循环日报》,典籍作品,提及的报纸，具体文献,0.95,4,0
2014,傅云若,人物,傅日东先生,0.95,4,0
2015,石门村,地名,位于小北江与流溪河的汇合处,0.95,4,0
2016,戴联珠,人物,清代光禄寺官员，戴鸿慈的祖父，南海江浦人,0.95,4,0
2017,孙宝琦,人物,清末官员，驻法公使,0.95,4,0
2018,叶剑英,人物,广东省人民政府主席，接待港澳工商界观光团,0.95,4,0
2019,岑季翘,人物,前校董，文中提及的个人姓名,0.95,4,0
2020,胡适,人物,西化派代表人物,0.9,4,0
2021,南海县立第一初级中学,建筑遗迹,创办于1933年，校址设于祖庙左侧，曾为佛山市一中的误称,0.9,4,0
2022,龚明,人物,革命烈士，原名龚长照，1909年出生于广州西关,0.95,4,0
2023,张松年,人物,中国共产党党员，在四会领导地下党工作，牺牲时24岁,0.95,4,0
2024,黄慎之,人物,进步教师，启蒙张松年接受革命思想,0.95,4,0
2025,欧阳全,人物,文中提到的商人，对麦老先生的话有所误解,0.95,4,0
2026,日寇,人物,文中指侵华日军，非具体个人,0.85,4,0
2027,梁灿文,人物,南海一中校长,0.95,4,0
2028,国立历史博物馆,建筑遗迹,台湾地区的历史文化机构，以收藏历代文物著称,0.85,4,0
2029,关先生,人物,关心家乡各项公益事业的人士,0.85,4,0
2030,蚁振让,人物,市区内的公私立中小学校校长及教师之一，参与教师进修班,0.95,4,0
2031,梁丹,人物,清代末期南海县举人，九江镇梅圳村人,0.95,4,0
2032,梁漱溟,人物,中国现代哲学家、社会活动家,0.95,4,0
2033,《口说》,典籍作品,康有为著作,0.85,4,0
2034,武威大道,建筑遗迹,石景宜曾祖父留下的遗迹，具体位置未明,0.85,4,0
2035,石余氏,人物,石国璋的儿媳，石景宜的母亲,0.95,4,0
2036,杨善深,人物,岭南派著名画家，与赵少昂合作《四君子图》,0.95,4,0
2037,谢里甫,人物,羊城书院山长，朱九江书法老师,0.95,4,0
2038,《春秋》,典籍作品,儒家六经之一，古代史书,0.9,4,0
2039,詹兴洪,人物,落第秀才，经营茶叶生意，擅长写书信、卖对联、刻印章,0.95,4,0
2040,陈芦获,人物,著名爱国人士，为我国高教事业、文艺事业及爱国统一战线事业献出毕生精力,0.95,4,0
2041,梁三妹,人物,富农婆，文中提及的人物,0.85,4,0
2042,铁线拳法,非遗技艺,一种武术技法，由铁桥三传授给黄飞鸿,0.9,4,0
2043,黄麒英,人物,黄飞鸿的父亲，南少林洪拳第四代传人，擅长多种武术技艺,0.95,4,0
2044,梁赞,人物,清末佛山武林拳王，以拳技称雄,0.95,4,0
2045,黄华宝,人物,清同治年间永春拳的传人之一,0.95,4,0
2046,梁二娣,人物,清同治年间永春拳的传人之一，教授武旦技艺,0.95,4,0
2047,林锵云,人物,在滘口和陈溪活动，号召农民参加革命斗争,0.95,4,0
2048,戊成变法,历史事件,戊戌变法的别称,0.85,4,0
2049,黄肖养,人物,明朝时期起义领袖,0.95,4,0
2050,李盛铎,人物,清末官员，出洋考察宪政,0.95,4,0
2051,戊戌思潮,历史事件,1895年至1903年间中国近代思想运动,0.85,4,0
2052,五郎八卦棍,非遗技艺,黄飞鸿擅长的武术器械之一，又称六十四点棍法,0.9,4,0
2053,鬼眼梁,人物,文中提到的黄飞鸿儿子的对手，绰号为鬼眼梁,0.9,4,0
2054,生草药店,物产饮食,一种药材店，销售草药,0.85,4,0
2055,凌云阶,人物,与陈殿镖一起表演武技，受到永福赞赏,0.95,4,0
2056,陈殿镖,人物,黄飞鸿的徒弟，表演武技时表现出色,0.95,4,0
2057,王三,人物,青年武术爱好者，擅长圈手法,0.85,4,0
2058,刘湛,人物,在黄飞鸿片集中饰林世荣一角，现仍在香港武术电影中露面,0.95,4,0
2059,伍铨萃,人物,晚清进士，习武之人，祖籍新会横江,0.95,4,0
2060,邹耀坤,人物,共和国第一代飞行员，驾机起义，参加过开国大典,0.95,4,0
2061,区凤,人物,基督教传教士，曾任港岛东区伦敦传道会湾仔堂主教,0.95,4,0
2062,周佐愚,人物,周启刚之子，参与父亲主持的华侨献机命名典礼,0.95,4,0
2063,蛇龙北天主堂,建筑遗迹,建于1760年的天主教堂，位于大沥镇水头蛇龙北村,0.95,4,0
2064,罗村圩,地名,佛山市南海区罗村地区的传统集市,0.95,4,0
2065,预备立宪,历史事件,清末时期清政府为实行宪政而进行的改革,0.9,4,0
2066,《清末筹备立宪档案史料》,典籍作品,关于清末立宪历史档案的汇编,0.9,4,0
2067,博物馆,建筑遗迹,收藏、保护和展示人类文化、自然历史的场所,0.85,4,0
2068,游思深,人物,石门中学校友，参与班主任回忆活动,0.95,4,0
2069,李国桥,人物,广州人,0.95,4,0
2070,黎沛虹,人物,水利史志专家，南海大沥人，教授，创建了水利史的学科地位,0.95,4,0
2071,陈玲,人物,原名陈道灵，中国共产党党员，曾任连指导员,0.95,4,0
2072,北村,地名,石门中学最终校址所在地,0.95,4,0
2073,邹文挺,人物,曾任后门中学副校长，主持学校工作,0.95,4,0
2074,冯鲁,人物,后门中学校友会常务理事,0.95,4,0
2075,何化万,人物,石门中学教师，获全国青年组科技作品展览金质奖章,0.95,4,0
2076,吕文贯,人物,南海市第八届政协委员候选人,0.95,4,0
2077,陈家政,人物,顾问之一,0.95,4,0
2078,范允波,人物,顾问之一,0.95,4,0
2079,何赐炳,人物,后门中学校友会理事,0.95,4,0
2080,朱健,人物,老师,0.95,4,0
2081,陈大森,人物,老师,0.95,4,0
2082,陈玮,人物,南海人,0.95,4,0
2083,黄炼和,人物,后门中学教师，与江淑蓉老师共同获得特级教师称号,0.95,4,0
2084,黄觉梦,人物,,0.95,4,0
2085,叶干康,人物,参与解放战争的学生,0.95,4,0
2086,陈创基,人物,石中男子篮球队队员,0.95,4,0
2087,黄克,人物,后门中学的老师，教唱革命歌曲,0.95,4,0
2088,碧云村,地名,西樵山下的一个村落,0.9,4,0
2089,姜英毅,人物,在南海工作的优秀青年知识分子,0.95,4,0
2090,清道光十五年,朝代年号,1835年，记载鱼池布用于取鱼花的情况,0.95,3,0
2091,潘汝桐,人物,清代南海县志采编，举人安徽婺源县知县,0.95,3,0
2092,麦佩金,人物,清代南海县志采编，举人候任教谕,0.95,3,0
2093,节孝祠,建筑遗迹,纪念节孝妇女的祠堂，传统建筑,0.9,3,0
2094,虎门,地名,南海区著名海防要塞，鸦片战争发生地,0.95,3,0
2095,道光辛丑,朝代年号,道光年间年号，用于祠堂建设,0.95,3,0
2096,咸豐丙辰,朝代年号,清朝咸丰年间年号,0.95,3,0
2097,同治乙丑,朝代年号,清朝年号，对应1865年历史时期,0.95,3,0
2098,南濠,地名,城外水道，属水利系统,0.95,3,0
2099,咸豐丁已,朝代年号,咸丰年间丁巳年，南海县贡院遭毁后绅民筹款重建的关键年份,0.92,3,0
2100,咸豐乙卯,朝代年号,清代咸丰年间的乙卯年,0.95,3,0
2101,乡贤祠,建筑遗迹,南海区传统祠堂，祭祀地方贤人,0.95,3,0
2102,泌沖,地名,祖籍地，文中提及迁徙,0.9,3,0
2103,阮太傅祠,建筑遗迹,清代祠堂，原为啟秀山房改建,0.9,3,0
2104,石井,地名,南海区传统村落,0.95,3,0
2105,豐岡堡,地名,南海区古代行政区域,0.95,3,0
2106,泌沖堡,地名,南海区古代行政区域,0.95,3,0
2107,邵雍,人物,北宋哲学家，易学大师,0.95,3,0
2108,大洛口,建筑遗迹,险处之一，需建石堤以障之,0.9,3,0
2109,义勇祠,建筑遗迹,黄冈堡村民抗英吉利蛮酋所建祠庙,0.95,3,0
2110,洪聖廟,建筑遗迹,祭祀洪圣的庙宇，分布于大欖堡等地,0.9,3,0
2111,大欖堡,地名,南海区历史行政区划单位,0.95,3,0
2112,北帝廟,建筑遗迹,南海传统庙宇，供奉北帝,0.92,3,0
2113,西隆堡,地名,南海区历史行政区域名称,0.95,3,0
2114,高桥,建筑遗迹,修建于清代的石桥，位于横沙村,0.9,3,0
2115,咸豐七年,朝代年号,清朝咸丰年间，泌冲村修桥年份,0.95,3,0
2116,大欖鄕,地名,清代的行政单位,0.95,3,0
2117,咸豐四年,朝代年号,清朝咸豐年间,0.95,3,0
2118,何子彬,人物,镇通举人，参与修堤工程,0.95,3,0
2119,存院围,建筑遗迹,五斗司大当堡谭冯等八姓所筑围长一千零八丈,0.85,3,0
2120,咸豐八年,朝代年号,清朝咸丰年间,0.95,3,0
2121,朱成發,人物,九江堡人，生而孤露，立家资，行善举,0.95,3,0
2122,冯锡纶,人物,清代官员，南海区历史人物,0.95,3,0
2123,何又雄,人物,清代官员，南海区历史人物,0.95,3,0
2124,周礼,典籍作品,古代礼制经典,0.9,3,0
2125,勞光泰,人物,清代学者，撰有《國朝勞光泰 撰據采訪册》,0.95,3,0
2126,廖翱,人物,文中提及的人物，具体为撰作者,0.95,3,0
2127,鄒伯奇,人物,清代學者，撰寫《四卷學計》,0.95,3,0
2128,段氏,宗族姓氏,清代音韵学家，对古音研究有贡献,0.85,3,0
2129,顾炎武,人物,明末清初大学问家，邓实的偶像,0.95,3,0
2130,段玉裁,人物,清代经学家、文字学家,0.85,3,0
2131,招健升,人物,國朝文人，撰《采訪册·龍潭草堂吟稿》,0.95,3,0
2132,桂鴻,人物,國朝文人，撰《赤刀辣寶無踵謬沿訛之惡習豈標薪領異所能企洵可傳一也僕同寓隨如之舊里夙欽敬仲之鑒裁曾惠琬鐫愧乏瓊報才技擅羅龍聲價宛封碑英名氏藉附骥流聞並鈐序稿派流同異俟考厲徵君絕句之詩義例謹嚴如檢謝景卿分韻之作心存復古遠希張有之編誼重同鄉殆軟未央之譜蘇沫鞅文印落着見右藝術類魚苗經一卷國朝胡調德撰據采訪册硝磺議一卷國朝李際泰撰據采訪冊右譜錄類集部鄺海雪詩箋十二卷國朝族孫鄺廷瑶輯據采訪册,0.95,3,0
2133,子襄,人物,清嘉庆十二年出生的九江镇下西太平村人，著名学者和教育家,0.95,3,0
2134,陳佛山志,典籍作品,陈白沙的志书，记载了铁钟和铭文,0.85,3,0
2135,大宗祠,建筑遗迹,西樵山上的宗族祠堂，用于祭祀祖先,0.85,3,0
2136,郭文周,人物,监察御史福安人,0.9,3,0
2137,雲泉仙館,建筑遗迹,西樵山清代道觀，省级文保單位,0.9,3,0
2138,廣州,地名,文中提及的地名,0.95,3,0
2139,泌冲堡,地名,南海的一个历史行政区划,0.95,3,0
2140,西關,地名,古代地名,0.9,3,0
2141,福德祠,建筑遗迹,祖庙中的建筑之一,0.95,3,0
2142,羅含章,人物,曾任山東兖沂曹濟兵備道，撰碑文,0.95,3,0
2143,伍元芝,人物,捐银六万两修建石堤，官刑部郎,0.95,3,0
2144,桑園圍,地名,如一小邑，若潰則順德龍山諸地兼受其衝,0.9,3,0
2145,曲江,地名,古代行政区划名，今韶关市曲江区,0.95,3,0
2146,栅下,地名,南海县内的地点,0.85,3,0
2147,灵洲山,地名,位于官窑圩堤附近的一座山丘,0.95,3,0
2148,華林寺,建筑遗迹,刻有贯休罗汉十六尊的寺庙,0.9,3,0
2149,李可瓊,人物,清代官员，曾任福建延邵道、浙江宁绍台道等职，以治行卓著闻名,0.95,3,0
2150,谭瑀,人物,清代举人，曾任陕西略阳县知县，治盗有方,0.95,3,0
2151,朱實蓮,人物,明代举人，曾任浙徧德淸縣知縣,0.95,3,0
2152,陈显忠,人物,明代官员，字赤涵，号若虁，天桐堡蜆冈人,0.95,3,0
2153,羚羊峡,地名,位于佛山市南海区西江上的地理实体,0.95,3,0
2154,道光十二年,朝代年号,1832年，清朝道光年间,0.95,3,0
2155,榮光,人物,清代官员，负责赈灾、修渠等事务,0.95,3,0
2156,徐台英,人物,清代官员，与可琼同乡，曾向可琼请教为官之道,0.95,3,0
2157,金山,地名,地名，文中提及的地区,0.9,3,0
2158,玉章,人物,清秀书院山长，因廉洁问题辞官回乡,0.95,3,0
2159,光岳,人物,刑部官员，处理案件时表现出仁恕之心,0.85,3,0
2160,西潦,历史事件,道光十三年发生的自然灾害事件,0.9,3,0
2161,道光三十年,朝代年号,清道光年间的具体年份,0.95,3,0
2162,祖祠,建筑遗迹,文中提及的家族祠堂,0.9,3,0
2163,崇安,地名,地名，文中提到的地点,0.9,3,0
2164,梧州,地名,广西壮族自治区的地级市,0.95,3,0
2165,張保,人物,海寇之一，又名阿保仔,0.95,3,0
2166,士琦,人物,道光已亥举人，丁未进士，官知县,0.95,3,0
2167,百滘,地名,江浦司下辖的堡之一,0.95,3,0
2168,秀水,地名,浙江省嘉兴市秀洲区，邓天麟曾任知县,0.95,3,0
2169,泮塘,地名,位于南海县西六里，相传为花坞遗址,0.95,3,0
2170,太平乡,地名,咸丰五年正月被红巾军攻陷的地方,0.85,3,0
2171,梁進陞,人物,无具体描述，但为文中提及的历史人物,0.85,3,0
2172,杜殿元,人物,甘蕉乡人，抗贼牺牲,0.95,3,0
2173,義勇祠,建筑遗迹,何揚先死后入祀的祠堂,0.9,3,0
2174,紅巾,历史事件,清末农民起义之一,0.85,3,0
2175,康熙,朝代年号,清康熙年间,0.95,3,0
2176,共和,朝代年号,西周早期的一个年号，与刘歆的年代推算有关,0.95,3,0
2177,松塘区氏,宗族姓氏,文中提及的具有地方文化意义的宗族,0.95,3,0
2178,朱成发,人物,朱氏家族第十五代传人，业商疏财仗义,0.95,3,0
2179,李公,人物,增生贈高要學敎論，早卒,0.85,3,0
2180,譚氏,宗族姓氏,文中提及的谭氏宗族,0.95,3,0
2181,区氏,宗族姓氏,汉朝时期出现的与欧、区同音的姓氏，同宗,0.95,3,0
2182,蘇氏,人物,清代人物，區振曜之妻，節烈之女,0.95,3,0
2183,陸氏,宗族姓氏,李儀庭之妻，守節22年,0.95,3,0
2184,麥氏,宗族姓氏,李晃賢之妻，守節22年,0.95,3,0
2185,吳氏,宗族姓氏,吴姓女性，文中提及的南海区传统宗族姓氏,0.95,3,0
2186,徐氏,宗族姓氏,文中提及的徐氏宗族,0.95,3,0
2187,霍文敏,人物,,0.95,3,0
2188,罗浮,地名,位于广东，文中提及的旅游目的地,0.85,3,0
2189,五仙观,建筑遗迹,位于广州坡山，供奉五仙塑像,0.95,3,0
2190,阿芙蓉,物产饮食,鸦片的别称,0.9,3,0
2191,五村,地名,与理学二村、大楼村相邻,0.95,3,0
2192,松年,人物,文中提及的人物，参与抗日活动,0.9,3,0
2193,镇海楼,建筑遗迹,建于1380年，现为广州博物馆,0.95,3,0
2194,祖店,建筑遗迹,佛山历史上与重大事件相关的场所,0.85,3,0
2195,罗一星,人物,研究佛山历史的学者,0.9,3,0
2196,相国寺,建筑遗迹,段玉明著作中提及的寺庙实例,0.85,3,0
2197,黄蒲养起义,历史事件,与佛山祖庙圣显事件有关的历史事件,0.9,3,0
2198,佛镇义仓总录,典籍作品,记录佛山义仓管理的文献,0.95,3,0
2199,白虎,建筑遗迹,古代想象出的二十八星宿之一，象征西方,0.95,3,0
2200,终南山,地名,位于秦岭山脉中段，道教发祥地之一,0.9,3,0
2201,雍正九年,朝代年号,清朝雍正年间，1731年,0.95,3,0
2202,清嘉庆元年,朝代年号,清代嘉庆年间，具体年份为1796年,0.95,3,0
2203,清咸丰四年,朝代年号,1854年，清咸丰年间,0.95,3,0
2204,《广东新语》,典籍作品,清代著作，记载广东风土人情,0.9,3,0
2205,广东新语,典籍作品,清代著作，记载佛山真武庙活动,0.95,3,0
2206,泥模岗,建筑遗迹,祖庙西南100米处的遗址，由冶铸废弃泥模堆积而成,0.95,3,0
2207,正德八年,朝代年号,明代年号，1513年,0.9,3,0
2208,明正德八年,朝代年号,明代正德年间，1513年,0.95,3,0
2209,华封台,建筑遗迹,祖庙的一部分，清代修建的建筑,0.95,3,0
2210,杨楷,人物,佛山同知，清代官员，捐资倡修灵应祠,0.95,3,0
2211,刘国光,人物,清代佛山同知，重修祖庙并撰记碑文,0.95,3,0
2212,布氏家族,宗族姓氏,佛山灰塑世家，民国时期活跃于佛山祖庙修缮,0.95,3,0
2213,文魁阁,建筑遗迹,祖庙中的建筑之一，位于三门后侧左边,0.9,3,0
2214,观音像,建筑遗迹,祖庙内供奉的佛教塑像,0.95,3,0
2215,明嘉靖二十六年,朝代年号,明代嘉靖时期,0.95,3,0
2216,明景泰年间,朝代年号,明代景泰年间，佛山铁锅产品首位,0.95,3,0
2217,陈元帅,人物,文中提及的神灵之一，但具体身份未明,0.85,3,0
2218,马元帅,人物,文中提及的元帅之一，与审判、刑狱相关,0.95,3,0
2219,庞元帅,人物,道教武神之一，与玄天上帝信仰相关,0.95,3,0
2220,郭道生,人物,作品雕刻者之一,0.95,3,0
2221,海瑞大红袍,建筑遗迹,祖庙内的砖雕作品，位于端肃门墙上,0.9,3,0
2222,端肃门,建筑遗迹,祖庙的另一个重要出入口，与崇敬门相对,0.95,3,0
2223,神案,建筑遗迹,祖庙内重要的木雕艺术品之一,0.9,3,0
2224,佛山承龙街,地名,佛山市南海区内的街道,0.95,3,0
2225,成利店,地名,佛山的一个店铺名称,0.9,3,0
2226,八仙贺寿,非遗技艺,木雕花 枞板雕刻的故事之一，属于戏剧故事,0.95,3,0
2227,天官赐福,典籍作品,木雕榴板纹饰之一，寓意吉祥,0.9,3,0
2228,八仙,非遗技艺,中国传统文化中的神仙形象,0.9,3,0
2229,伏虎罗汉,建筑遗迹,祖庙万福台东侧的雕塑，第十八位罗汉,0.9,3,0
2230,三狮戏球,非遗技艺,屏风雕刻中的传统图案,0.9,3,0
2231,将相和,非遗技艺,木雕花 枞板雕刻的故事之一，属于戏剧故事,0.95,3,0
2232,三顾茅访,非遗技艺,木雕花 枞板雕刻的故事之一，属于戏剧故事,0.95,3,0
2233,罗通扫北,非遗技艺,木雕花 枞板雕刻的故事之一，属于戏剧故事,0.95,3,0
2234,襄宠牌坊,建筑遗迹,明代的石雕精品之一，位于佛山祖庙内,0.95,3,0
2235,红砂岩石雕神案,建筑遗迹,佛山祖庙内的明代石雕艺术品，为现存年代最早的神案,0.95,3,0
2236,石狮子,建筑遗迹,佛山祖庙门前的石雕装饰物，象征吉祥和威严,0.85,3,0
2237,张容,人物,1942年佛山灰塑名家,0.95,3,0
2238,断桥会,非遗技艺,佛山祖庙万福台东、西侧门楼内侧的雕塑作品，民国初年创作,0.9,3,0
2239,王昌龄,人物,唐代诗人，作品《芙蓉楼送辛渐》,0.95,3,0
2240,嘉庆六年,朝代年号,1801年，祖庙铁镜第二次重铸,0.95,3,0
2241,圣显事件,历史事件,关于北帝显灵的传说和事件,0.85,3,0
2242,景泰四年,朝代年号,明代年号，1453年,0.9,3,0
2243,明洪武,朝代年号,明朝洪武年间，具体年份为1375年,0.95,3,0
2244,明景泰四年,朝代年号,1453年，明代景泰年间,0.95,3,0
2245,八图,宗族姓氏,清代佛山的八个家族群体,0.95,3,0
2246,忠乡义志,典籍作品,记载佛山历史的文献，但未提及行祖庙,0.85,3,0
2247,人日,历史事件,古代传统节日，用于祭祀祖先和庆祝新生,0.85,3,0
2248,烧大爆仪式,非遗技艺,佛山地区的传统民俗活动，用于祭祀北帝,0.9,3,0
2249,乡饮,非遗技艺,一种传统礼仪活动，与孝德之风相关,0.95,3,0
2250,乡仕会馆,建筑遗迹,天启七年修建，又称乡仕祠,0.9,3,0
2251,顺治七年,朝代年号,清初年号，1650年,0.95,3,0
2252,康熙二十二年,朝代年号,清初年号，1683年,0.95,3,0
2253,大魁党,历史事件,清末时期佛山的团练组织,0.85,3,0
2254,中共广东区委,历史事件,1926年成立，领导中共佛山支部,0.85,3,0
2255,中共佛山市委,历史事件,文中提及的中共佛山地方组织,0.9,3,0
2256,陈子升,人物,明末清初诗人，与张子壮关系密切,0.95,3,0
2257,盘古圩,地名,明代发展到3圩6市之一，位于佛山,0.95,3,0
2258,公正市,地名,南海区旧时的圩市之一,0.95,3,0
2259,新涌口,地名,佛山市内的一个地名,0.95,3,0
2260,走马路,地名,佛山的一个传统商业街区,0.9,3,0
2261,佛山冶铁业,非遗技艺,清代前期佛山冶铁业的发展盛况,0.85,3,0
2262,陈捷扬,人物,清代诗人，佛山竹枝词作者,0.95,3,0
2263,梁次,人物,佛山民间艺人，参与秋色工艺品创作,0.95,3,0
2264,祖庙万福台,建筑遗迹,佛山传统演出场所，海内外红船子弟剧寻根的重要场所,0.95,3,0
2265,崇正社,非遗技艺,清代诗社，南海人组织,0.95,3,0
2266,补鞋匠,人物,无具体姓名，指代一位生活贫困的补鞋匠,0.85,3,0
2267,如意宝塔,建筑遗迹,七层八角仿阁楼式宝塔，1938年由虚云大师主持开光仪式，现为市级文物保护单位,0.95,3,0
2268,佛山市政府,地名,保存仁寿寺部分文物的机构,0.9,3,0
2269,雍正五年,朝代年号,清朝雍正五年，1727年,0.95,3,0
2270,玉泉仙馆,建筑遗迹,又名玉泉洞儒真仙馆，小型道侣隐居修行场所,0.95,3,0
2271,孔圣殿,建筑遗迹,佛山祖庙内的主要建筑，清代建筑，省级文保单位,0.95,3,0
2272,花园,建筑遗迹,祖庙内的建筑之一,0.85,3,0
2273,石头,地名,南海区的一个村庄,0.95,3,0
2274,正德九年,朝代年号,明代正德年间，1514年科举考试中的乡试第二名,0.95,3,0
2275,芦苞祖庙,建筑遗迹,由三铺街坊建立的芦苞北帝神庙，成为整合社区的重要力量,0.95,3,0
2276,光绪九年,朝代年号,1883年,0.95,3,0
2277,观音铜像,建筑遗迹,明代嘉靖二十六年铸造，供奉于佛山祖庙中的观音铜像,0.95,3,0
2278,北帝公,人物,佛山人心目中的保护神,0.85,3,0
2279,杨姓,宗族姓氏,清康熙三十九年迁入下坊村的姓氏,0.95,3,0
2280,故宫,建筑遗迹,北京著名的历史文化古迹,0.85,3,0
2281,余庆里,地名,部应通居住的地方,0.9,3,0
2282,黄伯,人物,市民，关注祖庙修缮后的开放性,0.95,3,0
2283,黄龙云,人物,时任中共佛山市市委书记，对龙狮团工作表示肯定,0.9,3,0
2284,叶志容,人物,佛山市委常委、宣传部长，参与祖庙修缮工作检查,0.95,3,0
2285,河宕,地名,南海区古代村落,0.95,3,0
2286,陈邦彦,人物,明末清初爱国诗人，在抗清斗争中牺牲,0.95,3,0
2287,黄融,人物,红军将领,0.95,3,0
2288,北宋,朝代年号,潘氏家族迁徙到博罗县的时间,0.95,3,0
2289,梁勋,人物,石梁村开村太祖，因忠诚被押至广东惠州监管,0.95,3,0
2290,罗黄党,人物,明代官员，以公正断案著称,0.95,3,0
2291,八角亭,建筑遗迹,位于鼎水镇，三层结构，用坤甸木雕刻莲花托,0.95,3,0
2292,天启二年,朝代年号,明代天启年间，具体年份1622年,0.95,3,0
2293,县志,典籍作品,记载地方历史、地理、人物等的书籍,0.95,3,0
2294,尊经阁,建筑遗迹,南海学宫的主体建筑，多次修葺，具有重要历史价值,0.95,3,0
2295,福建,地名,中国福建省,0.9,3,0
2296,剑公,人物,文人自号，精通剑术,0.85,3,0
2297,薛始享,人物,明代遗民，多才多艺，参与乡中祭礼、庆典活动,0.95,3,0
2298,郧露,人物,评价康有为的诗人,0.95,3,0
2299,张世杰,人物,南宋末年的抗元将领,0.85,3,0
2300,顺德县志,典籍作品,中华书局1996年版，记载了相关历史人物,0.9,3,0
2301,《清史稿》,典籍作品,赵尔殿等主修的清代历史著作,0.95,3,0
2302,石龙,地名,何禄驻守之地，位于东莞附近,0.95,3,0
2303,咸丰三年,朝代年号,1853年，清咸丰年间,0.95,3,0
2304,道光二十六年,朝代年号,1846年，清道光年间,0.95,3,0
2305,大旗头村,建筑遗迹,明代嘉靖年间始建，清代民居建筑群，省级文物保护单位,0.95,3,0
2306,安南王,人物,越南国王,0.9,3,0
2307,甲午中日战争,历史事件,1894年爆发的中日战争，给康有为以巨大刺激,0.9,3,0
2308,《辛丑条约》,朝代年号,1901年清政府与列强签订的不平等条约,0.9,3,0
2309,戴震,人物,清代著名学者，考据学家,0.9,3,0
2310,中国同盟会,历史事件,中国近代史上第一个资产阶级革命政党,0.95,3,0
2311,洪门,宗族姓氏,中国民间秘密结社之一,0.9,3,0
2312,武昌起义,历史事件,辛亥革命时期的重要起义之一,0.95,3,0
2313,龙济光,人物,北洋系军阀，曾任广东都督,0.95,3,0
2314,苏兆征,人物,工人领袖，与李应林联系支持罢工,0.95,3,0
2315,林君选,人物,佛山精武会早期武术教练,0.95,3,0
2316,西樵太平村,地名,李雪怀的家乡,0.95,3,0
2317,法国,地名,欧洲国家，提供进口染料,0.95,3,0
2318,广东公学,典籍作品,戴翼丰曾就读的学校之一，具体名称。,0.85,3,0
2319,广雅中学,地名,戴翼丰曾任职的学校之一，具体名称。,0.85,3,0
